species_raw
Abeillia abeillei
Pycnonotus luteolus
Pycnonotus nigricans
Pycnonotus penicillatus
Pycnonotus plumosus
Pycnonotus pseudosimplex
Pycnonotus simplex
Pycnonotus sinensis
Pycnonotus snouckaerti
Pycnonotus taivanus
Pycnonotus tympanistrigus
Pycnonotus xantholaemus
Pycnonotus xanthopygos
Pycnonotus xanthorrhous
Pycnonotus zeylanicus
Pycnoptilus floccosus
Pycnopygius cinereus
Pycnopygius ixoides
Pycnopygius stictocephalus
Pygarrhichas albogularis
Pygiptila stellaris
Pygochelidon cyanoleuca
Pygochelidon melanoleuca
Pygoscelis adeliae
Pygoscelis antarcticus
Pygoscelis papua
Pyrenestes minor
Pyrenestes ostrinus
Pyrenestes sanguineus
Pyrgilauda blanfordi
Pyrgilauda davidiana
Pyrgilauda ruficollis
Pyrgilauda theresae
Pyriglena atra
Pyriglena leuconota
Pyriglena leucoptera
Pyriglena maura
Pyriglena similis
Pyrilia aurantiocephala
Pyrilia barrabandi
Pyrilia caica
Pyrilia haematotis
Pyrilia pulchra
Pyrilia pyrilia
Pyrilia vulturina
Pyrocephalus nanus
Pyrocephalus rubinus
Pyroderus scutatus
Pyrope pyrope
Pyrrhocorax graculus
Pyrrhocorax pyrrhocorax
Pyrrholaemus brunneus
Pyrrholaemus sagittatus
Pyrrhomyias cinnamomeus
Pyrrhoplectes epauletta
Pyrrhula aurantiaca
Pyrrhula erythaca
Pyrrhula erythrocephala
Pyrrhula leucogenis
Pyrrhula murina
Pyrrhula nipalensis
Pyrrhula owstoni
Pyrrhula pyrrhula
Pyrrhura albipectus
Pyrrhura amazonum
Pyrrhura caeruleiceps
Pyrrhura calliptera
Pyrrhura cruentata
Pyrrhura devillei
Pyrrhura egregia
Pyrrhura emma
Pyrrhura frontalis
Pyrrhura griseipectus
Pyrrhura hoematotis
Pyrrhura hoffmanni
Pyrrhura lepida
Pyrrhura leucotis
Pyrrhura lucianii
Pyrrhura melanura
Pyrrhura molinae
Pyrrhura orcesi
Pyrrhura perlata
Pyrrhura pfrimeri
Pyrrhura picta
Pyrrhura rhodocephala
Pyrrhura roseifrons
Pyrrhura rupicola
Pyrrhura subandina
Pyrrhura viridicata
Pytilia afra
Pytilia hypogrammica
Pytilia lineata
Pytilia melba
Pytilia phoenicoptera
Quechuavis decussata
Quelea cardinalis
Quelea erythrops
Quelea quelea
Querula purpurata
Quiscalus lugubris
Quiscalus major
Quiscalus mexicanus
Quiscalus nicaraguensis
Quiscalus niger
Quiscalus quiscula
Radinopsyche sellowi
Radjah radjah
Rallicula forbesi
Rallicula leucospila
Rallicula mayri
Rallicula rubra
Rallina canningi
Rallina eurizonoides
Rallina fasciata
Rallina tricolor
Rallus aequatorialis
Rallus antarcticus
Rallus aquaticus
Rallus caerulescens
Rallus crepitans
Rallus elegans
Rallus indicus
Rallus limicola
Rallus longirostris
Rallus madagascariensis
Rallus obsoletus
Rallus semiplumbeus
Rallus tenuirostris
Rallus wetmorei
Ramosomyia violiceps
Ramosomyia viridifrons
Ramphastos ambiguus
Ramphastos brevis
Ramphastos dicolorus
Ramphastos sulfuratus
Ramphastos toco
Ramphastos tucanus
Ramphastos vitellinus
Ramphiculus fischeri
Ramphiculus gularis
Ramphiculus jambu
Ramphiculus leclancheri
Ramphiculus mangoliensis
Ramphiculus marchei
Ramphiculus merrilli
Ramphiculus occipitalis
Ramphiculus subgularis
Ramphocaenus melanurus
Ramphocaenus sticturus
Ramphocelus carbo
Ramphocelus dimidiatus
Ramphocelus flammigerus
Ramphocelus melanogaster
Ramphocelus nigrogularis
Ramphocelus passerinii
Ramphocelus sanguinolentus
Ramphocinclus brachyurus
Ramphocinclus sanctaeluciae
Ramphocoris clotbey
Ramphodon naevius
Ramphomicron dorsale
Ramphomicron microrhynchum
Ramphotrigon flammulatum
Ramphotrigon fuscicauda
Ramphotrigon megacephalum
Ramphotrigon ruficauda
Ramsayornis fasciatus
Ramsayornis modestus
Randia pseudozosterops
Rauenia bonariensis
Recurvirostra americana
Recurvirostra andina
Recurvirostra avosetta
Recurvirostra novaehollandiae
Regulus goodfellowi
Regulus ignicapilla
Regulus madeirensis
Regulus regulus
Regulus satrapa
Reinwardtoena browni
Reinwardtoena crassirostris
Reinwardtoena reinwardti
Remiz consobrinus
Remiz coronatus
Remiz macronyx
Remiz pendulinus
Rhabdornis grandis
Rhabdornis inornatus
Rhabdornis mystacalis
Rhabdornis rabori
Rhabdotorrhinus corrugatus
Rhabdotorrhinus exarhatus
Rhabdotorrhinus leucocephalus
Rhabdotorrhinus waldeni
Rhagologus leucostigma
Rhamphococcyx calyorhynchus
Rhaphidura leucopygialis
Rhaphidura sabini
Rhea americana
Rhea pennata
Rhegmatorhina berlepschi
Rhegmatorhina cristata
Rhegmatorhina gymnops
Rhegmatorhina hoffmannsi
Rhegmatorhina melanosticta
Rheinardia nigrescens
Rheinardia ocellata
Rhinocrypta lanceolata
Rhinoplax vigil
Rhinopomastus aterrimus
Rhinopomastus castaneiceps
Rhinopomastus cyanomelas
Rhinopomastus minor
Rhinoptilus bitorquatus
Rhinoptilus chalcopterus
Rhinoptilus cinctus
Rhinortha chlorophaea
Rhipidura albicollis
Rhipidura albiscapa
Rhipidura albiventris
Rhipidura albogularis
Rhipidura albolimbata
Rhipidura atra
Rhipidura aureola
Rhipidura brachyrhyncha
Rhipidura cockerelli
Rhipidura coultasi
Rhipidura cyaniceps
Rhipidura dahli
Rhipidura dedemi
Rhipidura diluta
Rhipidura drownei
Rhipidura dryas
Rhipidura euryura
Rhipidura fuliginosa
Rhipidura fuscorufa
Rhipidura habibiei
Rhipidura hyperythra
Rhipidura javanica
Rhipidura kubaryi
Rhipidura layardi
Rhipidura lepida
Rhipidura leucophrys
Rhipidura leucothorax
Rhipidura louisiadensis
Rhipidura maculipectus
Rhipidura malaitae
Rhipidura matthiae
Rhipidura melanolaema
Rhipidura nebulosa
Rhipidura nigritorquis
Rhipidura nigrocinnamomea
Rhipidura ocularis
Rhipidura opistherythra
Rhipidura perlata
Rhipidura personata
Rhipidura phasiana
Rhipidura phoenicura
Rhipidura rennelliana
Rhipidura rufidorsa
Rhipidura rufifrons
Rhipidura rufiventris
Rhipidura rufofronta
Rhipidura samarensis
Rhipidura sauli
Rhipidura semicollaris
Rhipidura semirubra
Rhipidura spilodera
Rhipidura sulaensis
Rhipidura superciliaris
Rhipidura superflua
Rhipidura tenebrosa
Rhipidura teysmanni
Rhipidura threnothorax
Rhipidura torrida
Rhipidura verreauxi
Rhipidura versicolor
Rhizothera dulitensis
Rhizothera longirostris
Rhodinocichla rosea
Rhodonessa caryophyllacea
Rhodopechys sanguineus
Rhodophoneus cruentus
Rhodopis vesper
Rhodospingus cruentus
Rhodospiza obsoleta
Rhodostethia rosea
Rhopias gularis
Rhopophilus albosuperciliaris
Rhopophilus pekinensis
Rhopornis ardesiacus
Rhopospina alaudina
Rhopospina caerulescens
Rhopospina carbonaria
Rhopospina fruticeti
Rhynchocyclus aequinoctialis
Rhynchocyclus brevirostris
Rhynchocyclus fulvipectus
Rhynchocyclus olivaceus
Rhynchocyclus pacificus
Rhynchophanes mccownii
Rhynchopsitta pachyrhyncha
Rhynchopsitta terrisi
Rhynchortyx cinctus
Rhynchospiza dabbenei
Rhynchospiza stolzmanni
Rhynchospiza strigiceps
Rhynchostruthus louisae
Rhynchostruthus percivali
Rhynchostruthus socotranus
Rhynchotus maculicollis
Rhynchotus rufescens
Rhynochetos jubatus
Rhyticeros cassidix
Rhyticeros everetti
Rhyticeros narcondami
Rhyticeros plicatus
Rhyticeros subruficollis
Rhyticeros undulatus
Rhytipterna holerythra
Rhytipterna immunda
Rhytipterna simplex
Riccordia bicolor
Riccordia maugaeus
Riccordia ricordii
Riccordia swainsonii
Ridgwayia pinicola
Rigidipenna inexpectata
Riparia chinensis
Riparia congica
Riparia cowani
Riparia diluta
Riparia paludicola
Riparia riparia
Rissa brevirostris
Rissa tridactyla
Robsonius rabori
Robsonius sorsogonensis
Robsonius thompsoni
Rollandia microptera
Rollandia rolland
Rollulus rouloul
Roraimia adusta
Rostratula australis
Rostratula benghalensis
Rostrhamus sociabilis
Rougetius rougetii
Rowettia goughensis
Rubigula cyaniventris
Rubigula dispar
Rubigula erythropthalmos
Rubigula flaviventris
Rubigula gularis
Rubigula melanictera
Rubigula montis
Rubigula squamata
Rufirallus fasciatus
Rufirallus leucopyrrhus
Rufirallus schomburgkii
Rufirallus viridis
Rufirallus xenopterus
Rukia longirostra
Rukia ruki
Rupicola peruvianus
Rupicola rupicola
Rupornis magnirostris
Rynchops albicollis
Rynchops flavirostris
Rynchops niger
Sagittarius serpentarius
Sakesphoroides cristatus
Sakesphorus canadensis
Sakesphorus luctuosus
Salpinctes obsoletus
Salpornis salvadori
Salpornis spilonota
Saltator albicollis
Saltator atriceps
Saltator atripennis
Saltator aurantiirostris
Saltator cinctus
Saltator coerulescens
Saltator fuliginosus
Saltator grandis
Saltator grossus
Saltator maxillosus
Saltator maximus
Saltator nigriceps
Saltator olivascens
Saltator orenocensis
Saltator similis
Saltator striatipectus
Saltatricula atricollis
Saltatricula multicolor
Salvadorina waigiuensis
Sapayoa aenigma
Sappho sparganurus
Sarcogyps calvus
Sarcophanops samarensis
Sarcophanops steerii
Sarcops calvus
Sarcoramphus papa
Sarkidiornis melanotos
Sarkidiornis sylvicola
Saroglossa spilopterus
Sarothrura affinis
Sarothrura ayresi
Sarothrura boehmi
Sarothrura elegans
Sarothrura insularis
Sarothrura lugens
Sarothrura pulchra
Sarothrura rufa
Sarothrura watersi
Sasia abnormis
Sasia ochracea
Satrapa icterophrys
Saucerottia beryllina
Saucerottia castaneiventris
Saucerottia cupreicauda
Saucerottia cyanifrons
Saucerottia cyanocephala
Saucerottia cyanura
Saucerottia edward
Saucerottia hoffmanni
Saucerottia saucerottei
Saucerottia tobaci
Saucerottia viridigaster
Saundersilarus saundersi
Saxicola caprata
Saxicola dacotiae
Saxicola ferreus
Saxicola gutturalis
Saxicola insignis
Saxicola jerdoni
Saxicola leucurus
Saxicola macrorhynchus
Saxicola maurus
Saxicola rubetra
Saxicola rubicola
Saxicola tectes
Saxicola torquatus
Sayornis nigricans
Sayornis phoebe
Sayornis saya
Scelorchilus albicollis
Scelorchilus rubecula
Scenopoeetes dentirostris
Scepomycter winifredae
Schetba rufa
Schiffornis aenea
Schiffornis major
Schiffornis olivacea
Schiffornis stenorhyncha
Schiffornis turdina
Schiffornis veraepacis
Schiffornis virescens
Schistes albogularis
Schistes geoffroyi
Schistochlamys melanopis
Schistochlamys ruficapillus
Schistolais leontica
Schistolais leucopogon
Schoenicola platyurus
Schoenicola striatus
Schoeniophylax phryganophilus
Schoeniparus brunneus
Schoeniparus castaneceps
Schoeniparus cinereus
Schoeniparus dubius
Schoeniparus klossi
Schoeniparus rufogularis
Schoeniparus variegaticeps
Schoutedenapus myoptilus
Sciaphylax castanea
Sciaphylax hemimelaena
Scissirostrum dubium
Sclateria naevia
Scleroptila afra
Scleroptila elgonensis
Scleroptila finschi
Scleroptila gutturalis
Scleroptila levaillantii
Scleroptila psilolaema
Scleroptila shelleyi
Scleroptila streptophora
Scleroptila whytei
Sclerurus albigularis
Sclerurus caudacutus
Sclerurus guatemalensis
Sclerurus mexicanus
Sclerurus obscurior
Sclerurus rufigularis
Sclerurus scansor
Scolopax bukidnonensis
Scolopax celebensis
Scolopax minor
Scolopax mira
Scolopax rochussenii
Scolopax rosenbergii
Scolopax rusticola
Scolopax saturata
Scopus umbretta
Scotocerca inquieta
Scotopelia bouvieri
Scotopelia peli
Scotopelia ussheri
Scytalopus acutirostris
Scytalopus affinis
Scytalopus altirostris
Scytalopus alvarezlopezi
Scytalopus androstictus
Scytalopus argentifrons
Scytalopus atratus
Scytalopus bolivianus
Scytalopus canus
Scytalopus caracae
Scytalopus chocoensis
Scytalopus diamantinensis
Scytalopus femoralis
Scytalopus frankeae
Scytalopus fuscus
Scytalopus gettyae
Scytalopus gonzagai
Scytalopus griseicollis
Scytalopus intermedius
Scytalopus iraiensis
Scytalopus krabbei
Scytalopus latebricola
Scytalopus latrans
Scytalopus macropus
Scytalopus magellanicus
Scytalopus meridanus
Scytalopus micropterus
Scytalopus novacapitalis
Scytalopus opacus
Scytalopus pachecoi
Scytalopus panamensis
Scytalopus parkeri
Scytalopus parvirostris
Scytalopus perijanus
Scytalopus petrophilus
Scytalopus robbinsi
Scytalopus rodriguezi
Scytalopus sanctaemartae
Scytalopus schulenbergi
Scytalopus simonsi
Scytalopus speluncae
Scytalopus spillmanni
Scytalopus stilesi
Scytalopus superciliaris
Scytalopus unicolor
Scytalopus urubambae
Scytalopus vicinior
Scytalopus whitneyi
Scytalopus zimmeri
Scythrops novaehollandiae
Seiurus aurocapilla
Selasphorus ardens
Selasphorus calliope
Selasphorus ellioti
Selasphorus flammula
Selasphorus heloisa
Selasphorus platycercus
Selasphorus rufus
Selasphorus sasin
Selasphorus scintilla
Selenidera gouldii
Selenidera maculirostris
Selenidera nattereri
Selenidera piperivora
Selenidera reinwardtii
Selenidera spectabilis
Seleucidis melanoleucus
Semioptera wallacii
Semnornis frantzii
Semnornis ramphastinus
Sephanoides fernandensis
Sephanoides sephaniodes
Sericornis beccarii
Sericornis frontalis
Sericornis humilis
Sericornis keri
Sericornis maculatus
Sericornis magnirostra
Sericornis nouhuysi
Sericossypha albocristata
Sericulus ardens
Sericulus aureus
Sericulus bakeri
Sericulus chrysocephalus
Serilophus lunatus
Serilophus rubropygius
Serinus alario
Serinus canaria
Serinus canicollis
Serinus flavivertex
Serinus nigriceps
Serinus pusillus
Serinus serinus
Serinus syriacus
Serpophaga cinerea
Serpophaga griseicapilla
Serpophaga hypoleuca
Serpophaga nigricans
Serpophaga subcristata
Setopagis heterura
Setopagis maculosa
Setopagis parvula
Setophaga adelaidae
Setophaga aestiva
Setophaga americana
Setophaga angelae
Setophaga caerulescens
Setophaga castanea
Setophaga cerulea
Setophaga chrysoparia
Setophaga citrina
Setophaga coronata
Setophaga delicata
Setophaga discolor
Setophaga dominica
Setophaga flavescens
Setophaga fusca
Setophaga graciae
Setophaga kirtlandii
Setophaga magnolia
Setophaga nigrescens
Setophaga occidentalis
Setophaga palmarum
Setophaga pensylvanica
Setophaga petechia
Setophaga pharetra
Setophaga pinus
Setophaga pitiayumi
Setophaga pityophila
Setophaga plumbea
Setophaga ruticilla
Setophaga striata
Setophaga subita
Setophaga tigrina
Setophaga townsendi
Setophaga virens
Setophaga vitellina
Setornis criniger
Sheppardia aequatorialis
Sheppardia aurantiithorax
Sheppardia bocagei
Sheppardia cyornithopsis
Sheppardia gabela
Sheppardia gunningi
Sheppardia lowei
Sheppardia montana
Sheppardia poensis
Sheppardia polioptera
Sheppardia sharpei
Sholicola albiventris
Sholicola major
Sialia currucoides
Sialia mexicana
Sialia sialis
Sibirionetta formosa
Sicalis auriventris
Sicalis citrina
Sicalis columbiana
Sicalis flaveola
Sicalis lebruni
Sicalis lutea
Sicalis luteocephala
Sicalis luteola
Sicalis mendozae
Sicalis olivascens
Sicalis raimondii
Sicalis taczanowskii
Sicalis uropygialis
Sigelus silens
Silvicultrix diadema
Silvicultrix frontalis
Silvicultrix jelskii
Silvicultrix pulchella
Siphonorhis americana
Siphonorhis brewsteri
Sipia berlepschi
Sipia laemosticta
Sipia nigricauda
Sipia palliata
Sipodotus wallacii
Siptornis striaticollis
Sirystes albocinereus
Sirystes albogriseus
Sirystes sibilator
Sirystes subcanescens
Sitta arctica
Sitta azurea
Sitta canadensis
Sitta carolinensis
Sitta cashmirensis
Sitta castanea
Sitta cinnamoventris
Sitta europaea
Sitta formosa
Sitta frontalis
Sitta himalayensis
Sitta insularis
Sitta krueperi
Sitta ledanti
Sitta leucopsis
Sitta magna
Sitta nagaensis
Sitta neglecta
Sitta neumayer
Sitta oenochlamys
Sitta przewalskii
Sitta pusilla
Sitta pygmaea
Sitta solangiae
Sitta tephronota
Sitta victoriae
Sitta villosa
Sitta whiteheadi
Sitta yunnanensis
Sittasomus griseicapillus
Sittiparus castaneoventris
Sittiparus olivaceus
Sittiparus owstoni
Sittiparus semilarvatus
Sittiparus varius
Smicrornis brevirostris
Smithornis capensis
Smithornis rufolateralis
Smithornis sharpei
Smutsornis africanus
Snowornis cryptolophus
Snowornis subalaris
Somateria fischeri
Somateria mollissima
Somateria spectabilis
Spartonoica maluroides
Spatula clypeata
Spatula cyanoptera
Spatula discors
Spatula hottentota
Spatula platalea
Spatula puna
Spatula querquedula
Spatula rhynchotis
Spatula smithii
Spatula versicolor
Speculanas specularis
Speculipastor bicolor
Spelaeornis badeigularis
Spelaeornis caudatus
Spelaeornis chocolatinus
Spelaeornis kinneari
Spelaeornis longicaudatus
Spelaeornis oatesi
Spelaeornis reptatus
Spelaeornis troglodytoides
Spermestes bicolor
Spermestes cucullata
Spermestes fringilloides
Spermestes griseicapilla
Spermophaga haematina
Spermophaga poliogenys
Spermophaga ruficapilla
Sphecotheres hypoleucus
Sphecotheres vieilloti
Sphecotheres viridis
Spheniscus demersus
Spheniscus humboldti
Spheniscus magellanicus
Spheniscus mendiculus
Sphenoeacus afer
Sphenopsis frontalis
Sphenopsis melanotis
Sphenopsis ochracea
Sphyrapicus nuchalis
Sphyrapicus ruber
Sphyrapicus thyroideus
Sphyrapicus varius
Spilopelia chinensis
Spilopelia senegalensis
Spiloptila clamans
Spilornis cheela
Spilornis elgini
Spilornis holospilus
Spilornis kinabaluensis
Spilornis klossi
Spilornis rufipectus
Spindalis dominicensis
Spindalis nigricephala
Spindalis portoricensis
Spindalis zena
Spinus atratus
Spinus atriceps
Spinus barbatus
Spinus crassirostris
Spinus cucullatus
Spinus dominicensis
Spinus lawrencei
Spinus magellanicus
Spinus notatus
Spinus olivaceus
Spinus pinus
Spinus psaltria
Spinus siemiradzkii
Spinus spinescens
Spinus spinus
Spinus thibetanus
Spinus tristis
Spinus uropygialis
Spinus xanthogastrus
Spinus yarrellii
Spiza americana
Spizaetus isidori
Spizaetus melanoleucus
Spizaetus ornatus
Spizaetus tyrannus
Spizella atrogularis
Spizella breweri
Spizella pallida
Spizella passerina
Spizella pusilla
Spizella wortheni
Spizelloides arborea
Spiziapteryx circumcincta
Spizixos canifrons
Spizixos semitorques
Spizocorys conirostris
Spizocorys fremantlii
Spizocorys fringillaris
Spizocorys obbiensis
Spizocorys personata
Spizocorys sclateri
Spizocorys starki
Spodiopsar cineraceus
Spodiopsar sericeus
Sporathraupis cyanocephala
Sporophila albogularis
Sporophila americana
Sporophila angolensis
Sporophila ardesiaca
Sporophila atrirostris
Sporophila beltoni
Sporophila bouvreuil
Sporophila bouvronides
Sporophila caerulescens
Sporophila castaneiventris
Sporophila cinnamomea
Sporophila collaris
Sporophila corvina
Sporophila crassirostris
Sporophila falcirostris
Sporophila fringilloides
Sporophila frontalis
Sporophila funerea
Sporophila hypochroma
Sporophila hypoxantha
Sporophila iberaensis
Sporophila intermedia
Sporophila leucoptera
Sporophila lineola
Sporophila luctuosa
Sporophila maximiliani
Sporophila melanogaster
Sporophila minuta
Sporophila morelleti
Sporophila nigricollis
Sporophila nigrorufa
Sporophila nuttingi
Sporophila palustris
Sporophila peruviana
Sporophila pileata
Sporophila plumbea
Sporophila ruficollis
Sporophila schistacea
Sporophila simplex
Sporophila telasco
Sporophila torqueola
Sporopipes frontalis
Sporopipes squamifrons
Stachyris grammiceps
Stachyris herberti
Stachyris humei
Stachyris leucotis
Stachyris maculata
Stachyris nigriceps
Stachyris nigricollis
Stachyris nonggangensis
Stachyris oglei
Stachyris poliocephala
Stachyris roberti
Stachyris strialata
Stachyris thoracica
Stactolaema anchietae
Stactolaema leucotis
Stactolaema whytii
Stagonopleura bella
Stagonopleura guttata
Stagonopleura oculata
Staphida castaniceps
Staphida everetti
Staphida torqueola
Starnoenas cyanocephala
Steatornis caripensis
Stelgidillas gracilirostris
Stelgidopteryx ruficollis
Stelgidopteryx serripennis
Stenostira scita
Stephanoaetus coronatus
Stephanophorus diadematus
Stephanoxis lalandi
Stephanoxis loddigesii
Stercorarius antarcticus
Stercorarius chilensis
Stercorarius longicaudus
Stercorarius maccormicki
Stercorarius parasiticus
Stercorarius pomarinus
Stercorarius skua
Sterna acuticauda
Sterna aurantia
Sterna dougallii
Sterna forsteri
Sterna hirundinacea
Sterna hirundo
Sterna paradisaea
Sterna repressa
Sterna striata
Sterna sumatrana
Sterna trudeaui
Sterna virgata
Sterna vittata
Sternoclyta cyanopectus
Sternula albifrons
Sternula antillarum
Sternula balaenarum
Sternula lorata
Sternula nereis
Sternula saundersi
Sternula superciliaris
Sterrhoptilus affinis
Sterrhoptilus capitalis
Sterrhoptilus dennistouni
Sterrhoptilus nigrocapitatus
Stictonetta naevosa
Stigmatura bahiae
Stigmatura budytoides
Stigmatura napensis
Stilpnia argyrofenges
Stilpnia cayana
Stilpnia cucullata
Stilpnia cyanicollis
Stilpnia cyanoptera
Stilpnia heinei
Stilpnia larvata
Stilpnia meyerdeschauenseei
Stilpnia nigrocincta
Stilpnia peruviana
Stilpnia phillipsi
Stilpnia preciosa
Stilpnia viridicollis
Stilpnia vitriolina
Stilpnia whitelyi
Stiphrornis erythrothorax
Stiphrornis mabirae
Stiphrornis pyrrholaemus
Stipiturus malachurus
Stipiturus mallee
Stipiturus ruficeps
Stizoptera bichenovii
Stizorhina finschi
Stizorhina fraseri
Stomiopera flava
Stomiopera unicolor
Strepera fuliginosa
Strepera graculina
Strepera versicolor
Streptocitta albertinae
Streptocitta albicollis
Streptopelia bitorquata
Streptopelia capicola
Streptopelia decaocto
Streptopelia decipiens
Streptopelia dusumieri
Streptopelia hypopyrrha
Streptopelia lugens
Streptopelia orientalis
Streptopelia reichenowi
Streptopelia roseogrisea
Streptopelia semitorquata
Streptopelia tranquebarica
Streptopelia turtur
Streptopelia vinacea
Streptopelia xanthocycla
Streptoprocne biscutata
Streptoprocne phelpsi
Streptoprocne rutila
Streptoprocne semicollaris
Streptoprocne zonaris
Stresemannia bougainvillei
Strigops habroptilus
Strix albitarsis
Strix aluco
Strix butleri
Strix chacoensis
Strix fulvescens
Strix hadorami
Strix huhula
Strix hylophila
Strix leptogrammica
Strix nebulosa
Strix nigrolineata
Strix nivicolum
Strix occidentalis
Strix ocellata
Strix rufipes
Strix sartorii
Strix seloputo
Strix uralensis
Strix varia
Strix virgata
Strix woodfordii
Struthidea cinerea
Struthio camelus
Struthio molybdophanes
Sturnella lilianae
Sturnella magna
Sturnella neglecta
Sturnia erythropygia
Sturnia malabarica
Sturnia pagodarum
Sturnia sinensis
Sturnornis albofrontatus
Sturnus unicolor
Sturnus vulgaris
Sublegatus arenarum
Sublegatus modestus
Sublegatus obscurior
Sugomel nigrum
Suiriri suiriri
Sula brewsteri
Sula dactylatra
Sula granti
Sula leucogaster
Sula nebouxii
Sula sula
Sula variegata
Surnia ulula
Surniculus dicruroides
Surniculus lugubris
Surniculus musschenbroeki
Surniculus velutinus
Suthora alphonsiana
Suthora atrosuperciliaris
Suthora brunnea
Suthora conspicillata
Suthora davidiana
Suthora fulvifrons
Suthora nipalensis
Suthora przewalskii
Suthora ricketti
Suthora verreauxi
Suthora webbiana
Suthora zappeyi
Swynnertonia swynnertoni
Sylvia abyssinica
Sylvia atricapilla
Sylvia atriceps
Sylvia borin
Sylvia dohrni
Sylvia galinieri
Sylvia nigricapillus
Sylvietta brachyura
Sylvietta denti
Sylvietta isabellina
Sylvietta leucophrys
Sylvietta philippae
Sylvietta rufescens
Sylvietta ruficapilla
Sylvietta virens
Sylvietta whytii
Sylviorthorhynchus desmursii
Sylviorthorhynchus yanacensis
Sylviparus modestus
Syma megarhyncha
Syma torotoro
Symposiachrus axillaris
Symposiachrus barbatus
Symposiachrus bimaculatus
Symposiachrus boanensis
Symposiachrus brehmii
Symposiachrus browni
Symposiachrus everetti
Symposiachrus guttula
Symposiachrus infelix
Symposiachrus julianae
Symposiachrus leucurus
Symposiachrus loricatus
Symposiachrus malaitae
Symposiachrus manadensis
Symposiachrus melanopterus
Symposiachrus menckei
Symposiachrus mundus
Symposiachrus nigrotectus
Symposiachrus rubiensis
Symposiachrus sacerdotum
Symposiachrus trivirgatus
Symposiachrus verticalis
Symposiachrus vidua
Synallaxis albescens
Synallaxis albigularis
Synallaxis albilora
Synallaxis azarae
Synallaxis beverlyae
Synallaxis brachyura
Synallaxis cabanisi
Synallaxis candei
Synallaxis castanea
Synallaxis cherriei
Synallaxis chinchipensis
Synallaxis cinerascens
Synallaxis cinerea
Synallaxis cinnamomea
Synallaxis courseni
Synallaxis erythrothorax
Synallaxis frontalis
Synallaxis fuscorufa
Synallaxis gujanensis
Synallaxis hellmayri
Synallaxis hypochondriaca
Synallaxis hypospodia
Synallaxis infuscata
Synallaxis kollari
Synallaxis macconnelli
Synallaxis maranonica
Synallaxis moesta
Synallaxis ruficapilla
Synallaxis rutilans
Synallaxis scutata
Synallaxis simoni
Synallaxis spixi
Synallaxis stictothorax
Synallaxis subpudica
Synallaxis tithys
Synallaxis unirufa
Synallaxis zimmeri
Syndactyla dimidiata
Syndactyla guttulata
Syndactyla roraimae
Syndactyla ruficollis
Syndactyla rufosuperciliata
Syndactyla striata
Syndactyla subalaris
Syndactyla ucayalae
Synoicus adansonii
Synoicus chinensis
Synoicus monorthonyx
Synoicus ypsilophorus
Synthliboramphus antiquus
Synthliboramphus craveri
Synthliboramphus hypoleucus
Synthliboramphus scrippsi
Synthliboramphus wumizusume
Sypheotides indicus
Syrigma sibilatrix
Syrmaticus ellioti
Syrmaticus humiae
Syrmaticus mikado
Syrmaticus reevesii
Syrmaticus soemmerringii
Syrrhaptes paradoxus
Syrrhaptes tibetanus
Syrtidicola fluviatilis
Systellura longirostris
Taccocua leschenaultii
Tachornis furcata
Tachornis phoenicobia
Tachornis squamata
Tachuris rubrigastra
Tachybaptus dominicus
Tachybaptus novaehollandiae
Tachybaptus pelzelnii
Tachybaptus ruficollis
Tachycineta albilinea
Tachycineta albiventer
Tachycineta bicolor
Tachycineta cyaneoviridis
Tachycineta euchrysea
Tachycineta leucopyga
Tachycineta leucorrhoa
Tachycineta stolzmanni
Tachycineta thalassina
Tachyeres brachypterus
Tachyeres leucocephalus
Tachyeres patachonicus
Tachyeres pteneres
Tachymarptis aequatorialis
Tachymarptis melba
Tachyphonus coronatus
Tachyphonus delatrii
Tachyphonus phoenicius
Tachyphonus rufus
Tachyphonus surinamus
Tachyspiza albogularis
Tachyspiza badia
Tachyspiza brachyura
Tachyspiza brevipes
Tachyspiza butleri
Tachyspiza cirrocephala
Tachyspiza erythrauchen
Tachyspiza erythropus
Tachyspiza fasciata
Tachyspiza francesiae
Tachyspiza gularis
Tachyspiza henicogramma
Tachyspiza hiogaster
Tachyspiza imitator
Tachyspiza luteoschistacea
Tachyspiza melanochlamys
Tachyspiza minulla
Tachyspiza nanus
Tachyspiza novaehollandiae
Tachyspiza poliocephala
Tachyspiza princeps
Tachyspiza rhodogaster
Tachyspiza rufitorques
Tachyspiza soloensis
Tachyspiza trinotata
Tachyspiza virgata
Tadorna cana
Tadorna cristata
Tadorna ferruginea
Tadorna tadorna
Tadorna tadornoides
Tadorna variegata
Taenioptynx brodiei
Taenioptynx sylvaticus
Taeniopygia guttata
Taeniotriccus andrei
Talaphorus chlorocercus
Talegalla cuvieri
Talegalla fuscirostris
Talegalla jobiensis
Tangara arthus
Tangara brasiliensis
Tangara callophrys
Tangara chilensis
Tangara chrysotis
Tangara cyanocephala
Tangara cyanotis
Tangara cyanoventris
Tangara desmaresti
Tangara dowii
Tangara fastuosa
Tangara florida
Tangara fucosa
Tangara gyrola
Tangara icterocephala
Tangara inornata
Tangara johannae
Tangara labradorides
Tangara lavinia
Tangara mexicana
Tangara nigroviridis
